timestamp,attack_type,severity,details
2026-03-26 23:01:53,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC C6:21:AA:B3:66:85 sent excessive deauth frames (window ratio=0.47, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 7B:00:07:79:43:B7 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 98%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC BE:A7:D4:F7:11:1E sent excessive deauth frames (window ratio=0.45, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 7B:00:07:79:43:B7 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 94%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 7F:20:25:97:10:90 sent excessive deauth frames (window ratio=0.44, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 7B:00:07:79:43:B7 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 80%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.43, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 80%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.43, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 76%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.42, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 86%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.41, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.40, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.38, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:01:53,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.36, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.34, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:01:53,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:01:53,Deauthentication Attack,High,"MAC 0E:EB:0E:22:8B:50 sent excessive deauth frames (window ratio=0.32, count=0)"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:01:53,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:01:53,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 0E:EB:0E:22:8B:50 (known BSSIDs: 2B:55:E2:16:A2:17)"
2026-03-26 23:01:53,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:01:53,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:22:30,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=1)"
2026-03-26 23:22:30,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 86%"
2026-03-26 23:22:31,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=2)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 98%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=3)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=4)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=5)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=6)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=7)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=8)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=9)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=10)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=11)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=12)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=13)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=14)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=15)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=16)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=17)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=18)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=19)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 0E:95:47:35:B3:F6 sent excessive deauth frames (window ratio=1.00, count=20)"
2026-03-26 23:22:31,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.95, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 86%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.91, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 94%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.87, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.83, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.80, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.77, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.74, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.71, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 94%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.69, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 92%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 23:94:6F:B7:E5:79 sent excessive deauth frames (window ratio=0.67, count=0)"
2026-03-26 23:22:31,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 88%"
2026-03-26 23:22:31,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC B7:83:30:2E:1B:51 sent excessive deauth frames (window ratio=0.65, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 94%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 82:38:E1:9C:D8:1E sent excessive deauth frames (window ratio=0.62, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 98%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 00:A2:FE:A2:63:90 sent excessive deauth frames (window ratio=0.61, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 5E:9A:2C:3D:B9:DD sent excessive deauth frames (window ratio=0.59, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC F5:14:75:F9:CB:2D sent excessive deauth frames (window ratio=0.57, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 95:E3:A2:4C:F0:C3 sent excessive deauth frames (window ratio=0.56, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 90%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 50:00:17:5E:6B:B4 sent excessive deauth frames (window ratio=0.54, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 2C:0C:42:1D:61:3C sent excessive deauth frames (window ratio=0.53, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 98%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC B7:83:30:2E:1B:51 sent excessive deauth frames (window ratio=0.51, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 82:38:E1:9C:D8:1E sent excessive deauth frames (window ratio=0.50, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 00:A2:FE:A2:63:90 sent excessive deauth frames (window ratio=0.49, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 5E:9A:2C:3D:B9:DD sent excessive deauth frames (window ratio=0.48, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 98%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC F5:14:75:F9:CB:2D sent excessive deauth frames (window ratio=0.47, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 96%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 95:E3:A2:4C:F0:C3 sent excessive deauth frames (window ratio=0.45, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 96%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 50:00:17:5E:6B:B4 sent excessive deauth frames (window ratio=0.44, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID D7:15:4A:97:95:77 (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 82%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.43, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 88%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.43, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 88%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.42, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 96%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.41, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.40, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.38, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:22:31,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.36, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.34, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 94%"
2026-03-26 23:22:31,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:22:31,Deauthentication Attack,High,"MAC 91:AD:1E:7F:0F:DC sent excessive deauth frames (window ratio=0.32, count=0)"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-26 23:22:31,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-26 23:22:31,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 91:AD:1E:7F:0F:DC (known BSSIDs: C7:D3:C7:97:6F:58)"
2026-03-26 23:22:31,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 98%"
2026-03-26 23:22:31,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 00:10:16,Deauthentication Attack,High,"MAC 3B:ED:3F:C7:16:99 sent excessive deauth frames (window ratio=1.00, count=1)"
2026-03-27 00:10:16,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 98%"
2026-03-27 00:10:16,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 00:10:16,Deauthentication Attack,High,"MAC 3B:ED:3F:C7:16:99 sent excessive deauth frames (window ratio=1.00, count=2)"
2026-03-27 00:10:16,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 98%"
2026-03-27 00:10:16,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 00:10:16,Deauthentication Attack,High,"MAC 3B:ED:3F:C7:16:99 sent excessive deauth frames (window ratio=1.00, count=3)"
2026-03-27 00:10:16,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 00:10:16,Deauthentication Attack,High,"MAC 3B:ED:3F:C7:16:99 sent excessive deauth frames (window ratio=1.00, count=4)"
2026-03-27 00:10:16,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 00:10:16,Deauthentication Attack,High,"MAC 3B:ED:3F:C7:16:99 sent excessive deauth frames (window ratio=1.00, count=5)"
2026-03-27 00:10:16,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 88%"
2026-03-27 00:10:16,Deauthentication Attack,High,"MAC 3B:ED:3F:C7:16:99 sent excessive deauth frames (window ratio=1.00, count=6)"
2026-03-27 00:10:16,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 00:10:16,Deauthentication Attack,High,"MAC 3B:ED:3F:C7:16:99 sent excessive deauth frames (window ratio=1.00, count=7)"
2026-03-27 00:10:16,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 00:10:16,Deauthentication Attack,High,"MAC 3B:ED:3F:C7:16:99 sent excessive deauth frames (window ratio=1.00, count=8)"
2026-03-27 00:10:16,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
